GB,target_id
GB43526,XM_006564037.3
GB43526,XM_026443996.1
GB43501,XM_016915073.2
GB43501,XM_026444077.1
GB43497,XM_016915061.2
GB43497,XM_016915064.2
GB43497,XM_016915060.2
GB43497,XM_016915066.2
GB43497,XM_016915065.2
GB43497,XM_026444076.1
GB43497,XM_026444075.1
GB43497,XM_016915069.2
GB43497,XM_016915063.2
GB43497,XM_016915070.2
GB49010,XM_026443754.1
GB49010,XM_026443755.1
GB43495,XR_003305591.1
GB43495,XM_026443657.1
GB43495,XM_001120157.5
GB53500,XM_016914905.2
GB53500,XM_016914906.2
GB53500,XM_003250399.4
GB53506,XM_026443653.1
GB53506,XM_006564241.3
GB53506,XM_006564240.3
GB53506,XM_006564242.3
GB47258,XM_006564334.3
GB47258,XM_006564336.3
GB47258,XM_006564339.3
GB47258,XM_006564335.3
GB47258,XM_006564337.3
GB47258,XM_006564338.3
GB47258,XM_006564341.3
GB47258,XM_006564340.3
GB47258,XM_026444004.1
GB47258,XM_016914908.2
GB47258,XM_006564342.3
GB47258,XM_026444006.1
GB47258,XM_016914909.2
GB47258,XM_026444005.1
GB47250,XM_393145.6
GB47250,XM_006564346.3
GB47250,XM_006564345.3
GB47250,XM_006564344.3
GB47249,XM_006564347.3
GB47249,XM_396318.7
GB47248,XM_001119879.5
GB47259,XM_006564351.3
GB47259,XM_006564350.3
GB47259,XM_026443873.1
GB47260,XM_006564353.3
GB47260,XM_006564352.3
GB19975,XM_006564355.3
GB47243,XR_003305789.1
GB47243,XM_006564356.3
GB47243,XM_006564357.3
GB47243,XM_006564361.2
GB47243,XM_006564359.3
GB47243,XM_006564358.3
GB47239,XM_016915222.2
GB47239,XM_016915223.2
GB47239,XM_016915224.2
GB47266,XM_001120855.5
GB47266,XM_026443869.1
GB47266,XM_006564362.3
GB47238,XM_391898.7
GB47237,XM_001120899.5
GB47267,XR_001704977.2
GB47267,XR_001704976.2
GB47267,XR_003305811.1
GB47236,XM_391899.7
GB47236,XM_006564365.3
GB47236,XM_006564364.3
GB47268,XM_393789.6
GB47235,XM_394838.7
GB47233,XM_016915086.2
GB47233,XM_016915085.2
GB47232,XM_026443991.1
GB47232,XM_026443992.1
GB47269,XM_396284.6
GB47270,XM_006564367.2
GB47271,XM_026443915.1
GB47271,XM_026443916.1
GB47231,XM_396789.6
GB47272,XM_396788.6
GB47272,XM_006564368.3
GB47230,XM_006564377.2
GB47230,XM_001120093.4
GB47230,XM_006564378.3
GB47273,XM_006564374.3
GB47273,XM_026443918.1
GB47273,XM_026443917.1
GB47274,XM_396585.7
GB47229,XM_396584.5
GB47277,XM_006564381.3
GB47277,XM_006564380.3
GB47277,XM_016915229.2
GB47277,XM_026443723.1
GB47277,XM_016915227.2
GB47277,XM_016915228.2
GB47278,XM_006564384.2
GB47278,XM_006564382.3
GB47278,XM_006564383.3
GB47278,XM_016915234.2
GB47278,XM_016915235.2
GB47279,XM_006564436.3
GB47227,XM_006564315.3
GB47227,XM_006564316.2
GB47227,XM_016914656.2
GB47227,NM_001011587.1
GB47280,XM_006564385.3
GB47281,XM_395236.7
GB47283,XM_006564390.3
GB47226,XM_001120667.5
GB47284,XM_006564388.3
GB47284,XM_006564387.3
GB47284,XM_016915040.2
GB47284,XM_006564389.3
GB47285,XR_001704781.2
GB47285,XR_003305650.1
GB47285,XR_003305651.1
GB47295,XM_006564392.3
GB47295,XM_006564395.3
GB47295,XM_006564394.3
GB47295,XM_006564391.3
GB47295,XM_006564393.3
GB47296,XM_006564396.3
GB47296,XM_623721.6
GB47217,XM_006564403.3
GB47217,XM_016914958.2
GB47217,XM_016914956.2
GB47217,XM_016914961.2
GB47217,XM_016914957.2
GB47217,XM_016914959.2
GB47217,XM_016914960.2
GB47217,XM_016914962.2
GB47299,XM_026443850.1
GB47299,XM_392696.7
GB47301,XM_016914951.2
GB47303,XM_006564397.3
GB47303,XM_392727.7
GB47304,XM_003250404.3
GB47305,XM_006564325.3
GB47305,XM_006564323.3
GB47305,XM_006564326.3
GB47305,XM_006564324.3
GB47305,XM_006564329.3
GB47305,XM_026443557.1
GB47305,XM_026443558.1
GB47305,NM_001265585.1
GB47306,XM_001121155.5
GB47307,XM_006564412.3
GB47210,XM_026444063.1
GB47208,XM_016915045.2
GB47208,XM_016915044.2
GB47208,XM_016915043.2
GB47208,XM_006564414.3
GB47308,XR_409964.3
GB47308,XM_006564418.3
GB47309,XM_026443686.1
GB47204,XM_026444068.1
GB47204,XM_026444067.1
GB47204,XM_026444066.1
GB47204,XM_026444065.1
GB47204,XM_026444069.1
GB47310,XM_393037.7
GB47310,XM_006564420.3
GB47203,XM_624986.6
GB47311,XM_026444070.1
GB47202,XM_016915096.2
GB47202,XM_016915095.2
GB47201,XM_026444072.1
GB47201,XM_026444071.1
GB47315,XM_006564429.3
GB47315,XM_006564432.3
GB47315,XM_006564431.1
GB47199,XM_003250406.4
GB47199,XM_006564426.3
GB47199,XM_006564425.3
GB47199,XM_006564423.3
GB47199,XM_006564424.3
GB45091,XM_006566260.3
GB45091,XM_026443870.1
GB45092,XR_003305590.1
GB45092,XM_006566261.3
GB45092,XM_026443656.1
GB45087,XM_006566263.3
GB45086,NM_001278679.1
GB45094,XM_006566265.3
GB45096,NM_001278706.1
GB45098,XM_006566266.2
GB45098,XM_026444030.1
GB45098,XM_016915098.2
GB45099,NM_001178048.1
GB45101,XM_006566269.3
GB45101,XM_006566276.3
GB45101,XM_006566272.3
GB45101,XM_006566270.3
GB45101,XM_006566277.3
GB45101,XM_006566278.3
GB45101,XM_006566273.3
GB45101,XM_006566274.3
GB45101,XM_006566271.3
GB45101,XM_006566283.3
GB45101,XM_006566275.3
GB45101,XM_006566281.3
GB45101,XM_006566268.3
GB45101,XM_026444007.1
GB45101,XM_016915097.2
GB45101,XM_026444008.1
GB45084,XM_006566285.3
GB45083,XM_625203.5
GB45082,XM_006566288.3
GB45082,XM_006566293.3
GB45082,XM_395635.6
GB45082,XM_006566286.3
GB45082,XM_016915303.2
GB45082,XM_006566287.3
GB45082,XM_006566290.3
GB45082,XM_006566289.3
GB45102,XM_026443868.1
GB45079,NM_001242986.1
GB45079,XM_026443527.1
GB45078,NM_001242985.1
GB45106,XM_397109.6
GB45106,XM_006566295.3
GB45077,XM_016915168.2
GB45077,XM_026443609.1
GB45107,XM_397107.7
GB45107,XM_006566304.3
GB45076,XM_001121910.4
GB45075,XM_006566309.3
GB45075,XM_001121937.5
GB45075,XM_016914838.2
GB45110,XM_026443687.1
GB45073,XM_026443903.1
GB45073,XM_003250856.4
GB45071,XM_393796.7
GB45111,XM_026443688.1
GB45070,XM_006566310.3
GB45070,XM_393798.7
GB45070,XM_016914843.2
GB45070,XM_006566312.3
GB45064,XM_026443689.1
GB45063,XM_016914845.2
GB45063,XM_016914846.2
GB45062,XM_026443738.1
GB45062,XM_026443739.1
GB45113,XM_006566321.3
GB45058,XM_625166.6
GB45114,XM_393800.6
GB45114,XM_006566319.2
GB45114,XM_006566320.3
GB45056,XM_001120691.5
GB45054,XM_006566325.3
GB45054,XM_006566324.3
GB45054,XM_006566323.3
GB45054,XM_026443622.1
GB45054,XM_016914870.2
GB45054,XM_016914867.2
GB45054,XM_016914869.2
GB45054,XM_006566322.3
GB45052,XM_026443623.1
GB45052,XM_026443626.1
GB45052,XM_003250871.4
GB45052,XM_026443625.1
GB45052,XM_026443624.1
GB45051,XM_006566335.3
GB45051,XM_016914863.2
GB45051,XM_016914866.2
GB45051,XM_006566333.3
GB45051,XM_006566332.3
GB45051,XM_006566334.3
GB45051,XM_391903.7
GB45051,XM_016914865.2
GB45051,XM_016914864.2
GB45050,XM_001122321.5
GB45049,XM_026443846.1
GB45049,XM_026443845.1
GB45049,XM_026443844.1
GB45119,XM_006566338.3
GB45120,XM_006566340.3
GB45120,XM_006566339.3
GB45120,XM_393805.7
GB45120,XM_016915246.2
GB45047,XM_391905.7
GB45046,XM_006566341.3
GB45122,XM_026443820.1
GB45123,XM_016915289.2
GB45123,XM_016915288.2
GB45045,XM_006566345.3
GB45045,XM_625129.6
GB45045,XM_006566346.3
GB45125,XM_006566344.3
GB45125,XM_016915265.2
GB45126,XM_396203.7
GB45044,XM_026443928.1
GB45044,XM_026443927.1
GB45044,XM_392911.7
GB45044,XM_026443926.1
GB45044,XM_006566347.3
GB45044,XM_026443929.1
GB45042,NM_001278707.1
GB45127,XM_625098.6
GB45041,NM_001278705.1
GB45128,XM_393806.7
GB45040,XM_006566351.3
GB45131,XM_016914823.2
GB45131,XM_003250858.4
GB45131,XM_006566358.3
GB45131,XM_016914830.2
GB45131,XM_026443831.1
GB45131,XM_026443830.1
GB45131,XM_026443834.1
GB45131,XM_026443835.1
GB45131,XM_026443832.1
GB45131,XM_026443833.1
GB45131,XM_026443839.1
GB45131,XM_026443837.1
GB45131,XM_026443836.1
GB45131,XM_016914834.2
GB45131,XM_006566361.3
GB45131,XM_006566362.3
GB45039,XM_006566357.3
GB45133,XM_393809.7
GB45134,XM_006566355.3
GB45038,XM_016914836.2
GB45038,XM_006566352.3
GB45038,XM_393811.7
GB45038,XM_016914835.2
GB45038,XM_006566353.3
GB45038,XM_016914837.2
GB45038,XM_006566354.3
GB45135,NM_001277299.1
GB45137,XM_625026.5
GB45137,XM_006566363.3
GB45137,XM_006566364.3
GB45138,XM_026443842.1
GB45138,XM_026443841.1
GB45138,XM_016914963.2
GB45138,XM_016914964.2
GB45138,XM_006566758.3
GB45037,XM_006566365.3
GB45037,XM_391907.5
GB45036,XM_393813.7
GB45036,XM_016914965.2
GB45036,XM_006566366.3
GB45035,XM_001122612.5
GB45139,XM_001122620.5
GB45034,XR_410569.3
GB45034,XM_006566372.3
GB45034,XM_006566370.3
GB45034,XM_016914715.2
GB45034,XM_026443635.1
GB45034,XM_026443634.1
GB45034,XM_026443633.1
GB45034,XM_026443636.1
GB45034,XM_026443632.1
GB45034,XM_016914716.2
GB45034,XM_026443637.1
GB45140,XM_006566373.3
GB45140,XM_026443631.1
GB45142,XM_391908.7
GB45142,XM_006566375.3
GB45142,XM_026443629.1
GB45142,XM_026443630.1
GB45142,XM_006566374.3
GB45031,XM_006566376.3
GB45031,XM_006566377.3
GB45031,XM_393815.7
GB45143,XM_026443703.1
GB45029,XM_006566378.3
GB45029,XM_393817.7
GB45029,XM_016914720.2
GB45029,XM_026443638.1
GB45029,XM_016914719.2
GB45029,XM_006566381.3
GB45029,XM_006566380.3
GB45028,XM_026443541.1
GB45028,NM_001126243.2
GB45145,XM_006566383.3
GB45145,XM_006566382.3
GB45145,XM_391909.5
GB45145,XM_006566384.3
GB45145,XM_026443640.1
GB45145,XM_026443641.1
GB45146,XM_393819.7
GB45026,XM_006566386.3
GB45025,XM_393820.7
GB45024,XM_624834.5
GB45147,XM_624820.6
GB45148,XM_001122721.5
GB45148,XM_016914725.2
GB45148,XM_026443784.1
GB45023,XM_016914724.2
GB45023,XM_006566389.3
GB45023,XM_006566391.3
GB45150,XM_006566247.3
GB45150,NM_001077808.1
GB45150,XM_016914661.2
GB45020,XM_006566393.3
GB45020,XM_391914.7
GB45151,XM_006566394.2
GB45151,XM_391915.6
GB45152,XM_623720.5
GB45152,XM_006566395.2
GB45019,XR_003305607.1
GB45019,XR_003305606.1
GB45018,XM_393821.7
GB45153,XM_391916.7
GB45017,XM_006566399.3
GB45017,XM_624653.5
GB45017,XM_006566401.3
GB45015,XM_001119910.5
GB45154,XM_026443555.1
GB45154,XM_006566257.3
GB45154,XM_016914666.2
GB45154,NM_001278680.1
GB45014,XM_393823.6
GB45155,XM_016914762.2
GB45013,XM_624524.6
GB45156,XR_003305773.1
GB45156,XM_006566402.3
GB45156,XM_006566403.3
GB45156,XM_006566405.3
GB45156,XM_016914761.2
GB45012,XM_391917.7
GB45157,XM_393827.7
GB45009,XM_006566410.3
GB45009,XM_393828.6
GB45158,XM_393829.6
GB45008,XM_006566409.3
GB45008,XM_393830.7
GB45159,XM_026443958.1
GB45159,XM_026443959.1
GB45005,XM_006566412.3
GB45005,XM_016915193.2
GB45162,XR_001705001.2
GB45162,XR_001704999.2
GB45162,XR_001705000.2
GB45165,XR_003305577.1
GB45165,XR_003305578.1
GB45001,XM_026443648.1
GB45001,XM_006566454.3
GB45001,XM_016914768.2
GB45001,XM_016914769.2
GB45167,XM_006566433.3
GB45167,XM_006566442.3
GB45167,XM_006566437.3
GB45167,XM_006566447.3
GB45167,XM_006566452.3
GB45167,XM_006566431.3
GB45167,XM_006566440.3
GB45167,XM_006566435.3
GB45167,XM_016914779.2
GB45167,XM_006566444.3
GB45167,XM_016914784.2
GB45167,XM_006566434.3
GB45167,XM_006566432.3
GB45167,XM_006566436.3
GB45167,XM_006566446.3
GB45167,XM_016914778.2
GB45167,XM_016914774.2
GB45167,XM_016914775.2
GB45167,XM_016914777.2
GB45167,XM_016914782.2
GB45167,XM_016914781.2
GB45167,XM_016914783.2
GB45170,XM_026443934.1
GB45171,XM_006566414.3
GB45171,XM_006566415.3
GB45172,XM_001120000.5
GB45172,XM_006566413.3
GB44999,XM_026443528.1
GB44999,NM_001278681.1
GB44999,XM_026443529.1
GB45173,XM_006566457.2
GB45173,XM_624123.5
GB45173,XM_006566459.2
GB45173,XM_006566458.2
GB44998,XM_006566455.3
GB44998,XM_006566456.3
GB44998,XM_016914785.2
GB44997,XM_006566461.3
GB44997,XM_006566460.3
GB44996,XM_016914665.2
GB44996,NM_001101023.1
GB45175,XM_026443741.1
GB45175,XM_026443742.1
GB45175,XM_026443743.1
GB44995,XM_006566462.3
GB44995,XM_016914922.2
GB44994,XM_391859.7
GB45177,XM_006566465.3
GB45177,XM_001121184.5
GB45179,XM_397436.7
GB44992,XM_016914921.2
GB45181,XM_624658.6
GB44991,XM_006566470.3
GB44991,XM_006566469.3
GB44991,XM_006566468.3
GB44990,XM_006566473.3
GB44990,XM_016915324.2
GB44988,NM_001167836.1
GB45183,XM_016915089.2
GB45183,XM_016915092.2
GB45183,XM_016915091.2
GB44987,XM_006566475.3
GB44987,XM_001121305.5
GB45184,NM_001277300.1
GB45185,XM_006566479.3
GB45186,XM_006566481.3
GB44985,XM_006566480.3
GB44985,XM_001121442.5
GB44984,XM_625090.5
GB44983,XM_026443655.1
GB44982,XM_003250812.4
GB44982,XM_006566483.3
GB44981,XM_016915134.2
GB44980,XM_392781.7
GB44980,XM_006566485.3
GB44980,XM_006566484.3
GB44980,XM_016915135.2
GB45188,XM_006566489.3
GB44978,XM_026443861.1
GB45189,XM_026443859.1
GB45189,XM_026443860.1
GB44976,XM_003250814.4
GB44976,XM_006566486.3
GB44975,XM_006566491.3
GB45192,XM_006566492.3
GB45192,XM_391861.7
GB45193,XM_393736.6
GB44974,XM_026443704.1
GB44973,XM_026443896.1
GB44973,XM_006566511.3
GB44972,XM_026443888.1
GB44972,XM_026443886.1
GB44972,XM_026443891.1
GB44972,XM_026443893.1
GB44972,XM_006566498.3
GB44972,XM_006566503.3
GB44972,XM_026443887.1
GB44972,XM_026443889.1
GB44972,XM_026443890.1
GB44972,XM_026443892.1
GB44972,XM_006566510.3
GB44972,XM_006566508.3
GB44972,XM_006566507.3
GB44972,XM_016915000.2
GB44972,XM_006566506.3
GB44972,XM_016914998.2
GB44971,XM_026443895.1
GB45194,XM_003250817.4
GB45194,XM_391863.7
GB44970,XM_393737.7
GB45195,XR_001704856.2
GB45195,XM_006566512.3
GB44969,XM_624933.6
GB44968,XM_006566243.3
GB44968,XM_006566244.3
GB44968,NM_001011624.1
GB44968,XM_026443533.1
GB45197,XM_006566515.3
GB45197,XM_006566516.3
GB45197,XM_016914978.2
GB45197,XM_016914980.2
GB45197,XM_016914977.2
GB45197,XM_016914976.2
GB44967,XM_624887.6
GB44966,XM_003250818.4
GB44964,XM_623556.6
GB44964,XM_026443872.1
GB44964,XM_006566524.3
GB44964,XM_026443871.1
GB45199,XR_410654.3
GB45199,XR_001704734.2
GB45199,XM_391867.7
GB45199,XM_006566530.3
GB45199,XM_006566528.3
GB45199,XM_006566527.3
GB45199,XM_006566526.3
GB44961,XM_026443799.1
GB44961,XM_006566536.3
GB44961,XM_006566534.3
GB44961,XM_006566535.3
GB44961,XM_026443801.1
GB44961,XM_006566531.3
GB44961,XM_016914818.2
GB44961,XM_026443800.1
GB44961,XM_006566532.3
GB44960,XM_001122049.5
GB45202,XM_006566537.3
GB45202,XM_006566538.3
GB44959,NM_001277301.1
GB44950,XM_026443585.1
GB44948,XM_026443587.1
GB44948,XM_026443586.1
GB44948,XM_026443588.1
GB44946,XM_393743.6
GB45207,XM_016915217.2
GB45207,XM_016915218.2
GB44944,XM_006566545.3
GB44944,XM_006566544.3
GB44944,XM_001122238.5
GB44944,XM_016915219.2
GB45210,XM_624671.6
GB45211,XM_006566250.3
GB45211,XM_006566248.2
GB45211,XM_006566249.2
GB45211,NM_001014430.1
GB44943,XM_392676.6
GB44943,XM_006566549.3
GB14259,XM_006566550.3
GB14259,XM_006566551.3
GB45213,XM_006566552.3
GB45213,XM_397379.7
GB44941,XM_397380.5
GB44940,XM_397381.6
GB45214,XM_006566555.3
GB45214,XM_006566556.3
GB45214,XM_006566554.3
GB45214,XM_006566557.3
GB45214,XM_006566558.3
GB45215,XM_001122522.4
GB44939,XR_003305575.1
GB44939,XM_006566561.3
GB44939,XM_016915180.2
GB44939,XM_026443642.1
GB44939,XM_026443643.1
GB44939,XM_016915181.2
GB44939,XM_006566560.3
GB44938,XM_006566571.3
GB44938,XM_006566570.3
GB44938,XM_016915005.2
GB44938,XM_006566568.3
GB44938,XM_016915006.2
GB44938,XM_006566580.3
GB44938,XM_016915007.2
GB44938,XM_006566579.3
GB44938,XM_006566578.3
GB45216,XM_016915004.2
GB45216,XM_016915003.2
GB45216,XM_006566564.3
GB45216,XM_006566566.3
GB45216,XM_006566567.3
GB45216,XM_006566565.3
GB45218,XM_391869.7
GB45220,XM_006566582.3
GB45220,XM_006566583.3
GB45220,XM_006566581.3
GB45220,XM_394932.7
GB45220,XM_016915008.2
GB45220,XM_006566584.3
GB45220,XM_016915009.2
GB45221,XM_026444060.1
GB45221,XM_006566586.3
GB45221,XM_006566588.3
GB45221,XM_623346.6
GB45221,XM_006566587.3
GB45221,XM_026444059.1
GB45221,XM_026444061.1
GB44936,XM_003250827.4
GB44936,XM_016915282.2
GB45223,XM_624370.6
GB45223,XM_016915174.2
GB45223,XM_016915173.2
GB45223,XM_006566596.2
GB45223,XM_006566597.3
GB44935,XM_006566589.3
GB44935,XM_006566590.2
GB44934,XR_003305571.1
GB44934,XM_006566598.3
GB44934,XM_006566599.3
GB44934,XM_026443616.1
GB44934,XM_026443617.1
GB45224,XM_026443618.1
GB45225,XM_624298.6
GB44933,XM_006566604.3
GB45227,XM_397355.6
GB44932,XM_006566605.3
GB44931,XM_006566606.2
GB45228,XM_003250828.4
GB44930,XM_006566608.3
GB44930,XM_006566607.3
GB44929,XM_006566610.3
GB44929,XM_026443726.1
GB44929,XM_001122291.5
GB10787,XM_395023.7
GB44927,XM_624122.6
GB44926,XM_016914989.2
GB44926,XM_016914991.2
GB45229,XM_026443935.1
GB45229,XM_026443936.1
GB44925,XM_026443943.1
GB45230,XM_026443944.1
GB45230,XM_006566616.3
GB45230,XM_393747.6
GB45235,XM_026443939.1
GB45235,XM_026443940.1
GB45235,XM_026443941.1
GB45235,XM_026443938.1
GB45235,XM_026443937.1
GB45235,XM_026443942.1
GB44918,XR_410727.3
GB44918,XM_006566619.3
GB45239,XR_003305559.1
GB45239,XR_003305560.1
GB45239,XM_026443597.1
GB44913,XM_623895.6
GB44912,XM_006566626.3
GB44912,XM_006566627.3
GB44912,XM_006566625.3
GB44912,XM_006566631.3
GB44912,XM_006566629.3
GB44912,XM_006566628.3
GB44912,XM_006566630.3
GB45247,XM_006566632.3
GB45247,XM_001120576.5
GB45248,XM_006566633.3
GB45248,XM_393637.7
GB45248,XM_016915087.2
GB44910,XM_006566635.3
GB45249,XM_001120746.5
GB45249,XM_006566634.3
GB44909,XM_026443646.1
GB44909,XM_026443645.1
GB44909,XM_026443644.1
GB45250,XM_006566767.2
GB44907,XM_016915245.2
GB44907,XM_006566639.3
GB44907,XM_006566638.3
GB45251,XM_625145.6
GB45252,XM_003250835.3
GB44906,XM_006566641.3
GB44906,XM_006566640.3
GB45253,XM_001122944.5
GB45253,XM_026443627.1
GB44905,XM_006566642.3
GB45254,XM_006566645.3
GB44904,XM_003250836.4
GB44903,XM_623748.5
GB45255,XM_625108.5
GB44902,XM_006566649.3
GB44902,XM_394978.7
GB44902,XM_006566651.3
GB44902,XM_006566652.3
GB44902,XM_006566650.3
GB45256,XM_392998.7
GB45256,XM_026444078.1
GB45256,XM_016915079.2
GB44901,XM_625089.6
GB45257,XM_397261.7
GB44900,XM_006566654.3
GB44900,XM_006566655.3
GB45258,XM_623670.5
GB45259,XM_016915236.2
GB45259,XM_016915237.2
GB45259,XM_006566656.3
GB45259,XM_016915238.2
GB45259,XM_006566661.3
GB45259,XM_006566658.3
GB45259,XM_016915239.2
GB45260,XM_006566669.3
GB45260,XM_026443930.1
GB44899,XM_006566665.3
GB44899,XM_006566664.3
GB44899,XM_006566663.3
GB44899,XM_006566662.3
GB44899,XM_006566666.3
GB44899,XM_395512.6
GB45261,XM_392845.7
GB44898,XM_026443762.1
GB44898,XM_026443761.1
GB44897,XM_624346.6
GB44896,XM_001121588.5
GB45263,XM_392764.7
GB44895,XM_395328.7
GB45264,XM_395329.4
GB44894,XM_395330.6
GB44893,XM_006566674.3
GB44893,XM_016914931.2
GB45265,XM_006566672.3
GB45265,XM_006566670.3
GB45265,XM_006566671.3
GB45266,XM_003250880.4
GB15087,XM_006566676.3
GB45270,XR_001704809.2
GB45270,XM_016914935.2
GB45270,XM_026443752.1
GB45270,XM_016914933.2
GB45270,XM_016914934.2
GB44890,XM_393330.7
GB44890,XM_006566679.2
GB44890,XM_006566678.3
GB44889,XM_396705.6
GB45272,XM_006566684.3
GB45272,XM_016915129.2
GB45272,XM_396706.6
GB45273,XM_026443705.1
GB44888,XM_016915131.2
GB44888,XM_001121117.5
GB45274,XM_006566686.3
GB45274,XM_006566685.3
GB45274,XM_003250841.4
GB44886,XM_006566695.2
GB44886,XM_006566691.2
GB44886,XM_006566693.3
GB44886,XM_625238.6
GB44886,XM_006566689.3
GB44886,XM_006566692.3
GB45275,XR_001705008.2
GB45275,XM_016915194.2
GB45275,XM_016915195.2
GB45277,XM_026444011.1
GB45277,XM_006566698.3
GB45277,XM_006566699.3
GB45277,XM_006566701.3
GB45277,XM_006566700.3
GB45278,XM_026444009.1
GB45278,XM_026444010.1
GB44885,XM_016915150.2
GB44885,XM_026444013.1
GB44885,XM_026444012.1
GB44884,XM_026443615.1
GB45279,XM_006566703.3
GB45280,XM_395866.7
GB45281,XM_006566707.3
GB45281,XM_026443821.1
GB45281,XM_006566706.3
GB44883,XM_006566704.3
GB44883,XM_395024.6
GB44883,XM_006566705.3
GB45282,XM_006566716.3
GB45282,XM_395025.6
GB45282,XM_006566717.3
GB44882,XM_625219.6
GB44881,XR_001704732.2
GB44881,XM_016914801.2
GB44881,XM_006566709.3
GB44881,XM_016914800.2
GB45283,XM_006566711.3
GB45284,XM_006566718.3
GB45284,XM_006566719.3
GB44880,XM_026443822.1
GB44880,XM_006566721.1
GB44880,XM_397549.6
GB44880,XM_006566720.2
GB44880,XM_003250842.3
GB45285,XM_396596.7
GB44879,XM_396595.5
GB44879,XM_006566722.3
GB44878,XM_006566724.3
GB45286,XM_016914805.2
GB44877,XM_001121911.4
GB44876,XM_006566726.3
GB44876,XM_026443824.1
GB44876,XM_016915047.2
GB44876,XM_006566729.3
GB44876,XM_016915049.2
GB44876,XM_016915046.2
GB44876,XM_006566731.3
GB44876,XM_006566728.3
GB44876,XM_006566730.3
GB44876,XM_026443823.1
GB45288,XM_006566732.3
GB45288,XM_625210.6
GB44871,XM_625207.5
GB44870,XM_003250848.4
GB44870,XM_003250850.4
GB44870,XM_001120350.5
GB44869,XM_006566736.3
GB45294,XM_006566735.3
GB45295,XR_001704795.2
GB45295,XM_003250847.2
GB44868,XM_026443661.1
GB44867,XM_016914919.2
GB44867,XM_006566738.3
GB44867,XM_016914918.2
GB45296,XM_395464.7
GB44865,XM_006566741.3
GB44865,XM_006566740.3
GB45297,XM_003250851.4
GB45298,XM_006566742.3
GB45300,XR_003305608.1
GB45300,XR_003305609.1
GB45300,XM_006566748.3
GB45300,XM_006566747.3
GB45300,XM_006566749.3
GB45300,XM_026443672.1
GB45300,XM_006566743.3
GB45300,XM_006566750.3
GB45300,XM_006566744.3
GB45300,XM_006566745.3
GB45300,XM_006566746.3
GB43165,XM_026443675.1
GB43165,XM_026443674.1
GB43165,XM_026443673.1
GB43168,XM_026443537.1
GB43168,XM_026443536.1
GB43168,NM_001014992.2
GB43168,XM_026443535.1
GB43168,XM_026443534.1
GB43163,XM_026443564.1
GB43163,NM_001040237.1
GB43162,XM_016914880.2
GB43161,XM_016914876.2
GB43161,XM_016914879.2
GB43161,XM_016914877.2
GB43160,XM_623888.6
GB43159,XM_026444014.1
GB43158,XM_395387.7
GB43171,XM_392786.7
GB43171,XM_006570279.3
GB43157,XM_026444018.1
GB43157,XM_026444017.1
GB43172,XM_026444022.1
GB43173,XM_026444020.1
GB43173,XM_006570283.3
GB43173,XM_026444021.1
GB43175,XM_016914871.2
GB43175,XM_016914873.2
GB43175,XM_016914872.2
GB43154,XM_006570287.3
GB43154,XM_396159.5
GB43153,XM_026444024.1
GB43153,XM_026444023.1
GB43153,XM_026444025.1
GB43178,XR_003305646.1
GB43178,XM_026443789.1
GB43178,XM_026443788.1
GB43151,XM_001122477.5
GB43151,XM_006570293.3
GB43150,XM_396781.6
GB43180,XM_006570301.3
GB43147,XM_393468.6
GB43181,XM_006570302.3
GB43181,XM_006570303.3
GB43182,XM_003251509.4
GB43145,XM_016915074.2
GB43145,XM_396871.7
GB43145,XM_026443966.1
GB43145,XM_016915077.2
GB43145,XM_016915075.2
GB43143,XM_625179.6
GB43143,XM_006570304.3
GB43143,XM_026443967.1
GB43141,XM_026443706.1
GB43138,XM_016914813.2
GB43138,XM_016914812.2
GB43138,XM_016914811.2
GB43138,XM_016914809.2
GB43138,XM_006570314.3
GB43138,XM_016914810.2
GB43138,XM_006570310.3
GB43138,XM_026443998.1
GB43138,XM_006570316.3
GB43138,XM_016914814.2
GB43184,XM_396873.6
GB43135,XM_396874.7
GB43185,XM_001122322.5
GB43134,XM_001122306.5
GB43133,XM_003251510.4
GB43133,XM_006570321.2
GB43133,XM_016914807.2
GB43133,XM_006570323.3
GB43133,XM_006570320.3
GB43133,XM_006570319.3
GB43133,XM_006570322.3
GB43133,XM_016914808.2
GB43132,XM_006570324.3
GB43186,XR_003305593.1
GB43186,XM_026443659.1
GB43186,XM_026443660.1
GB43131,XM_006570325.3
GB43131,XM_625121.6
GB43188,XM_016914796.2
GB43188,XM_006570328.3
GB43188,XM_016914795.2
GB43189,XM_393750.7
GB43130,XM_003251514.4
GB43191,XM_016914793.2
GB43191,XM_393751.7
GB43191,XM_006570334.3
GB43129,XM_016914797.2
GB43128,XM_026443974.1
GB43128,XM_026443973.1
GB43127,XM_625071.6
GB43127,XM_006570348.3
GB43192,XM_026443976.1
GB43192,XM_026443977.1
GB43192,XM_026443975.1
GB43192,XM_393233.7
GB43126,XM_006570350.3
GB43126,XM_006570349.3
GB43126,XM_006570351.2
GB43194,XM_624477.6
GB43125,XM_395618.6
GB43125,XM_006570356.3
GB43124,XM_003251485.4
GB43198,XM_026443601.1
GB43198,XM_026443602.1
GB43198,XM_026443605.1
GB43198,XM_026443600.1
GB43198,XM_026443603.1
GB43198,XM_026443604.1
GB43123,XM_026443598.1
GB43201,XM_016914889.2
GB43201,XM_016914890.2
